seg_id,time_to_failure
seg_00030f,5.144257915899158
seg_0012b5,5.479957791805267
seg_00184e,4.0889527832865715
seg_003339,8.338689669126994
seg_0042cc,6.153131341487169
seg_004314,2.5425344660679503
seg_004cd2,9.565549967467785
seg_004ee5,4.02032496881485
seg_004f1f,5.339369879305362
seg_00648a,1.8162692233324051
seg_006e4a,4.931956111490726
seg_007a37,5.175351436436176
seg_00a37e,3.9941847506165504
seg_00be11,3.4894474285244943
seg_00c35b,8.318238485869355
seg_00cc91,5.801883802175522
seg_00e5f7,6.063610193610192
seg_00f3b9,4.591610067248345
seg_010eab,7.420282605543733
seg_0125d9,5.110799374192953
seg_0144cb,5.577275998346508
seg_0165c6,10.706897776999744
seg_016913,5.247957191765308
seg_016cdb,4.98694035795331
seg_017314,8.696336267724634
seg_01a8dc,6.027792311668396
seg_01c775,8.53733967781067
seg_01ecb0,4.81077649897337
seg_02042f,2.0106059290766716
seg_025e78,5.579563360780478
seg_032822,5.599831568270922
seg_0339ca,1.9073746980428696
seg_037461,3.6347209624648094
seg_038879,8.016275079235434
seg_03d386,3.167637449800968
seg_03d63e,4.636348141312599
seg_03d680,9.624407900863327
seg_03f380,6.10262742112875
seg_0445d7,5.888981451034546
seg_046c28,2.684278016746044
seg_0488a1,9.834011188864345
seg_049957,8.349274122238159
seg_04a696,9.079255702554947
seg_04ae38,5.173603373289108
seg_04b87a,7.551642575352802
seg_04cceb,7.531728660583496
seg_04ee93,6.510885214755932
seg_04fd93,7.279841504797339
seg_0536c9,4.7568425722718235
seg_055127,6.544888706833124
seg_05a1b0,4.524850502550602
seg_05a4ad,7.0462182808343785
seg_05b66a,9.96561433043331
seg_05bef4,2.7261476783156393
seg_05e0d7,4.052391881197691
seg_05f126,6.183240549798589
seg_05f9d6,7.376108767092228
seg_060ce4,3.587869596580664
seg_061a33,8.178658455207945
seg_0620e6,9.64489332709834
seg_063865,7.460350555956364
seg_065588,3.9287182595133783
seg_06893f,3.445328065931797
seg_06b8c9,5.625524072378874
seg_06bbc5,2.8929311448335646
seg_06d4a2,3.5151900209188462
seg_06d7ba,3.696032154083252
seg_070bb0,2.5173339183330534
seg_071067,5.098704959201812
seg_073696,6.7971860763145
seg_075340,5.360021578192711
seg_075f77,3.1665027149915694
seg_0775a7,4.1774254184961315
seg_077b7e,4.613079198718071
seg_079e34,3.8056803883314134
seg_07c815,4.5865652411580085
seg_07cd72,3.3405238188505173
seg_07f37c,5.104948064386845
seg_07f8df,4.4954387131333355
seg_07fc6d,8.64476691826433
seg_086a61,8.343001719869207
seg_0870ab,5.385500265002251
seg_0879a8,8.70847305250913
seg_08b136,5.75536380969733
seg_08f441,4.680895449906588
seg_08fd5b,3.1341991221606733
seg_091c9d,6.986732563141617
seg_093a0a,9.157818588005728
seg_0968f1,6.470577896602451
seg_0981f3,2.2089088109731674
seg_09dd59,6.679679979886511
seg_09ed4e,9.598628627596423
seg_09f0ff,4.349084320902825
seg_0a0fbb,7.9988682075793625
seg_0a1bd0,5.510287178337574
seg_0a42ba,7.148709965941147
seg_0a45a1,3.475220162153244
seg_0a97c4,7.5077254495918755
seg_0aa0fb,8.70800863651326
seg_0b07c7,7.116654628038407
seg_0b082e,9.686201052848249
seg_0b32f7,2.6008149675726893
seg_0b3b94,7.6983878162801265
seg_0b48c4,4.3671401102542875
seg_0b4b24,4.442570172399282
seg_0b54ac,3.9105133674144743
seg_0b76f5,9.221373722706804
seg_0b9ad8,6.6052536185955395
seg_0b9ba3,7.330596812456847
seg_0ba210,8.074848270252348
seg_0ba585,3.8277178293764593
seg_0bb5fd,5.220472717806697
seg_0bc877,4.453369009673596
seg_0be6ee,2.7740476378798484
seg_0c12cc,6.4134509873390195
seg_0c1d3a,4.075736794263125
seg_0c247b,7.390983555857907
