seg_id,time_to_failure
seg_00030f,8.670595169067383
seg_0012b5,9.79440975189209
seg_00184e,10.269803047180176
seg_003339,11.440079689025879
seg_0042cc,10.013965606689453
seg_004314,6.992157936096191
seg_004cd2,10.355378150939941
seg_004ee5,9.798103332519531
seg_004f1f,9.29281997680664
seg_00648a,8.348525047302246
seg_006e4a,9.005615234375
seg_007a37,10.320618629455566
seg_00a37e,8.9220609664917
seg_00be11,8.293336868286133
seg_00c35b,11.194192886352539
seg_00cc91,8.816939353942871
seg_00e5f7,9.979206085205078
seg_00f3b9,8.899409294128418
seg_010eab,10.109492301940918
seg_0125d9,10.640996932983398
seg_0144cb,9.066505432128906
seg_0165c6,11.78928279876709
seg_016913,9.226574897766113
seg_016cdb,8.816939353942871
seg_017314,10.355378150939941
seg_01a8dc,8.816939353942871
seg_01c775,10.74352741241455
seg_01ecb0,8.816939353942871
seg_02042f,8.977249145507812
seg_025e78,9.979206085205078
seg_032822,9.436285972595215
seg_0339ca,9.928389549255371
seg_037461,8.725091934204102
seg_038879,10.778286933898926
seg_03d386,6.7523112297058105
seg_03d63e,8.816939353942871
seg_03d680,11.279768943786621
seg_03f380,8.385183334350586
seg_0445d7,10.174276351928711
seg_046c28,9.012008666992188
seg_0488a1,10.822100639343262
seg_049957,11.215227127075195
seg_04a696,11.592693328857422
seg_04ae38,9.424628257751465
seg_04b87a,10.778286933898926
seg_04cceb,10.269803047180176
seg_04ee93,10.355378150939941
seg_04fd93,9.979206085205078
seg_0536c9,8.725091934204102
seg_055127,10.601142883300781
seg_05a1b0,8.725091934204102
seg_05a4ad,10.269803047180176
seg_05b66a,11.11970043182373
seg_05bef4,9.529237747192383
seg_05e0d7,9.798103332519531
seg_05f126,11.034124374389648
seg_05f9d6,11.084940910339355
seg_060ce4,8.670595169067383
seg_061a33,9.92470932006836
seg_0620e6,9.979206085205078
seg_063865,10.266121864318848
seg_065588,8.725091934204102
seg_06893f,9.495441436767578
seg_06b8c9,9.175061225891113
seg_06bbc5,8.977249145507812
seg_06d4a2,8.725091934204102
seg_06d7ba,8.635834693908691
seg_070bb0,8.884767532348633
seg_071067,8.348525047302246
seg_073696,11.030444145202637
seg_075340,9.621084213256836
seg_075f77,8.670595169067383
seg_0775a7,8.293336868286133
seg_077b7e,9.175061225891113
seg_079e34,8.779194831848145
seg_07c815,8.816939353942871
seg_07cd72,9.335371971130371
seg_07f37c,8.725091934204102
seg_07f8df,8.816939353942871
seg_07fc6d,10.450904846191406
seg_086a61,10.87381362915039
seg_0870ab,9.158352851867676
seg_0879a8,11.084940910339355
seg_08b136,11.11970043182373
seg_08f441,8.816939353942871
seg_08fd5b,9.928389549255371
seg_091c9d,11.030444145202637
seg_093a0a,11.030444145202637
seg_0968f1,10.74352741241455
seg_0981f3,8.635834693908691
seg_09dd59,10.690399169921875
seg_09ed4e,11.125970840454102
seg_09f0ff,8.816939353942871
seg_0a0fbb,10.87381362915039
seg_0a1bd0,9.928389549255371
seg_0a42ba,11.287800788879395
seg_0a45a1,7.998847484588623
seg_0a97c4,10.320618629455566
seg_0aa0fb,9.979206085205078
seg_0b07c7,9.676545143127441
seg_0b082e,10.74352741241455
seg_0b32f7,9.439981460571289
seg_0b3b94,10.690399169921875
seg_0b48c4,8.725091934204102
seg_0b4b24,8.385183334350586
seg_0b54ac,9.424628257751465
seg_0b76f5,11.1985445022583
seg_0b9ad8,11.621182441711426
seg_0b9ba3,10.689030647277832
seg_0ba210,11.215227127075195
seg_0ba585,8.816939353942871
seg_0bb5fd,8.993958473205566
seg_0bc877,8.383285522460938
seg_0be6ee,8.635834693908691
seg_0c12cc,11.279768943786621
seg_0c1d3a,8.635834693908691
seg_0c247b,9.979206085205078
seg_0c3943,8.670595169067383
seg_0c4e31,8.348525047302246
seg_0c74cf,7.998847484588623
seg_0c8502,11.245009422302246
seg_0c89ce,10.320618629455566
seg_0c9aa8,11.286039352416992
seg_0cb81b,9.347029685974121
seg_0cca14,8.725091934204102
seg_0cdcc8,8.43778133392334
seg_0cf651,9.280677795410156
seg_0d0250,9.424628257751465
seg_0d04b9,10.320618629455566
seg_0d13a7,9.005615234375
seg_0d434c,11.084940910339355
seg_0d540e,9.478732109069824
seg_0d663a,11.125970840454102
seg_0d6d68,9.516474723815918
seg_0d762e,9.92470932006836
seg_0d833c,10.692710876464844
seg_0dae4b,9.066505432128906
seg_0dc38f,8.293336868286133
seg_0dcc40,9.175061225891113
seg_0df469,8.816939353942871
seg_0df75c,11.527294158935547
seg_0dfe8c,10.728837966918945
seg_0e1370,8.348525047302246
seg_0e1fbe,8.816939353942871
seg_0e3739,9.424628257751465
seg_0e3d44,8.725091934204102
seg_0e3ed2,8.293336868286133
seg_0e4833,11.11970043182373
seg_0e7cc5,11.529335975646973
seg_0e8b79,11.11970043182373
seg_0e9987,8.816939353942871
seg_0e9bb3,10.355378150939941
seg_0eb333,8.705562591552734
seg_0ebfd9,9.922119140625
seg_0f565c,8.725091934204102
seg_0f74a3,9.832862854003906
seg_0f8961,11.084940910339355
seg_0fc67a,10.778286933898926
seg_0fca83,8.725091934204102
seg_0fd3ff,8.725091934204102
seg_1010ad,11.030444145202637
seg_103b32,8.670595169067383
seg_105cd9,8.293336868286133
seg_1084af,9.516474723815918
seg_10a595,9.832862854003906
seg_10c09d,11.215227127075195
seg_10f3a6,8.43778133392334
seg_112b81,9.979206085205078
seg_1144bc,11.125970840454102
seg_114b79,9.516474723815918
seg_115617,8.348525047302246
seg_115a92,8.43778133392334
seg_11647f,9.567988395690918
seg_117278,9.175061225891113
seg_117ff4,8.977249145507812
seg_11860f,10.334342956542969
seg_1201e8,8.816939353942871
seg_121446,11.535606384277344
seg_121cba,8.293336868286133
seg_122ba9,8.794818878173828
seg_123dd4,11.084940910339355
seg_12ac20,11.621182441711426
seg_12b9ba,10.320618629455566
seg_12ee6e,8.759852409362793
seg_130e17,8.635834693908691
seg_13468a,8.725091934204102
seg_136285,9.979206085205078
seg_136695,11.215227127075195
seg_137f8a,11.030444145202637
seg_138807,9.990863800048828
seg_13c2f0,9.226574897766113
seg_13e25f,9.92470932006836
seg_140bc5,9.066505432128906
seg_141f34,11.11970043182373
seg_146926,10.94638729095459
seg_148698,11.245009422302246
seg_14ad27,8.348525047302246
seg_14c054,11.454720497131348
seg_14c371,10.269803047180176
seg_14c435,8.385183334350586
seg_14c89d,8.816939353942871
seg_14c8ce,10.601142883300781
seg_14d1d3,10.320618629455566
seg_14f5f0,11.527294158935547
seg_151368,11.19227409362793
seg_151d92,8.670595169067383
seg_153d6a,11.11970043182373
seg_154361,11.148066520690918
seg_1562cb,11.084940910339355
seg_158691,9.529237747192383
seg_158764,11.084940910339355
seg_15adff,8.533308029174805
seg_15bf25,11.621182441711426
seg_15c9f9,8.415616989135742
seg_161aeb,10.355378150939941
seg_161f5f,8.766122817993164
seg_162fc4,10.320618629455566
seg_16566c,8.993958473205566
seg_166f70,11.621182441711426
seg_168d1c,10.320618629455566
seg_16a270,10.450904846191406
seg_16c3a7,8.529627799987793
seg_17067e,9.370131492614746
seg_170684,11.148066520690918
seg_170a0c,11.11970043182373
seg_176542,10.013965606689453
seg_17799c,11.215227127075195
seg_179d90,11.030444145202637
seg_17adc0,9.922119140625
seg_17d1ff,8.816939353942871
seg_17e596,10.778286933898926
seg_180481,10.544054985046387
seg_18096a,10.013965606689453
seg_1815fe,11.531926155090332
seg_1827c5,11.19227409362793
seg_184222,9.5281343460083
seg_185ad6,11.030444145202637
seg_18d1d0,8.43778133392334
seg_18d307,8.294588088989258
seg_18f633,8.204080581665039
seg_18f853,10.46397876739502
seg_18fb65,8.75362491607666
seg_193404,10.778286933898926
seg_19515c,9.516474723815918
seg_195eda,9.516474723815918
seg_1969c8,10.778286933898926
seg_19b08e,8.816939353942871
seg_19b9dd,10.822100639343262
seg_19e1ff,10.34898567199707
seg_19ec5c,11.19227409362793
seg_1a0e94,11.11970043182373
seg_1a0eca,10.174276351928711
seg_1a671a,8.725091934204102
seg_1a791c,9.175061225891113
seg_1a8e06,8.491390228271484
seg_1a8f0d,8.725091934204102
seg_1a8f2c,10.74352741241455
seg_1abcaf,9.005615234375
seg_1ac9e2,9.621084213256836
seg_1ae362,11.084940910339355
seg_1afa29,8.725091934204102
seg_1b08a4,9.922119140625
seg_1b1ad8,10.139516830444336
seg_1b2298,11.11970043182373
seg_1b78af,8.816939353942871
seg_1baf33,8.816939353942871
seg_1bd38e,10.689030647277832
seg_1bf7b3,9.066505432128906
seg_1c401b,11.034124374389648
seg_1c4c5b,8.977249145507812
seg_1c4e72,9.158352851867676
seg_1c849d,10.22877311706543
seg_1c904f,8.635834693908691
seg_1c929e,8.725091934204102
seg_1cb942,11.084940910339355
seg_1cd352,9.886256217956543
seg_1cf1b5,8.725091934204102
seg_1d044c,9.370131492614746
seg_1d11e5,8.899409294128418
seg_1d596d,8.816939353942871
seg_1d980f,8.725091934204102
seg_1da819,8.820619583129883
seg_1db443,11.084940910339355
seg_1db8e8,11.148066520690918
seg_1dec9c,11.287800788879395
seg_1e0523,9.529237747192383
seg_1e0b82,11.084940910339355
seg_1e572b,11.11970043182373
seg_1e617a,8.529627799987793
seg_1e61d6,8.204080581665039
seg_1e677e,9.158352851867676
seg_1eae76,9.621084213256836
seg_1ebe6b,8.293336868286133
seg_1ece48,8.293336868286133
seg_1eeb8f,8.635834693908691
seg_1ef708,8.670595169067383
seg_1f1e60,11.11970043182373
seg_1f3d44,9.979206085205078
seg_1f3ede,8.385183334350586
seg_1f5240,9.066505432128906
seg_1f7cf8,8.635834693908691
seg_1f9aed,10.320618629455566
seg_1fa983,8.977249145507812
seg_1fc7ab,9.979206085205078
seg_1fe311,11.084940910339355
seg_2005a7,10.013965606689453
seg_2018c8,11.287800788879395
seg_204dc6,8.635834693908691
seg_208ba5,9.066505432128906
seg_2099f4,10.34898567199707
seg_20a990,9.066505432128906
seg_20b8d0,10.174276351928711
seg_20cbac,8.672492980957031
seg_20cc25,6.936800003051758
seg_20d9de,10.689030647277832
seg_20e9ad,9.158352851867676
seg_210388,9.175061225891113
seg_211299,10.320618629455566
seg_211486,10.778286933898926
seg_214492,8.871042251586914
seg_217eed,9.226574897766113
seg_218049,8.580646514892578
seg_21eebb,9.013907432556152
seg_21faa9,11.11970043182373
seg_222c5f,8.348525047302246
seg_225320,11.030444145202637
seg_226e60,10.74352741241455
seg_229eda,11.084940910339355
seg_22e509,9.158352851867676
seg_2313d1,8.816939353942871
seg_232559,11.531926155090332
seg_23323e,9.226574897766113
seg_2367fb,10.654271125793457
seg_238242,10.355378150939941
seg_2383c2,10.320618629455566
seg_2396a2,8.635834693908691
seg_23b123,11.19227409362793
seg_23bdf9,10.822100639343262
seg_23c947,6.410897731781006
seg_23efb0,9.979206085205078
seg_23f823,8.725091934204102
seg_23fe27,11.11970043182373
seg_241266,8.816939353942871
seg_24157a,10.174276351928711
seg_24458d,9.832862854003906
seg_2465ce,10.320618629455566
seg_247262,9.922119140625
seg_24ba8d,9.516474723815918
seg_24c078,10.320618629455566
seg_24c1c9,9.066505432128906
seg_24e071,9.226574897766113
seg_24f338,8.293336868286133
seg_257b8a,11.11970043182373
seg_2597af,9.158352851867676
seg_259c63,8.816939353942871
seg_259d65,8.43778133392334
seg_259dd3,11.125970840454102
seg_25aa9f,11.084940910339355
seg_25ab3f,9.39849853515625
seg_25b38a,11.11970043182373
seg_25c8dc,11.454720497131348
seg_25cca7,11.084940910339355
seg_25e76d,8.670595169067383
seg_26049e,11.034124374389648
seg_263deb,9.066505432128906
seg_263fb3,8.663115501403809
seg_2642d0,9.567988395690918
seg_2642d4,10.013965606689453
seg_264c7d,10.822100639343262
seg_266805,9.094871520996094
seg_266c6e,9.530200958251953
seg_266d4e,9.117974281311035
seg_268249,10.423599243164062
seg_268625,8.529627799987793
seg_268956,9.175061225891113
seg_26a2a0,6.7681097984313965
seg_26cba3,8.529627799987793
seg_26edaa,11.535606384277344
seg_2700bd,9.318422317504883
seg_272a47,6.321641445159912
seg_274a1a,10.320618629455566
seg_2774c4,10.81610107421875
seg_279725,11.103017807006836
seg_27a282,9.798103332519531
seg_27b7c8,10.778286933898926
seg_27db4d,10.952386856079102
seg_27de37,10.320618629455566
seg_27f532,11.287800788879395
seg_27ff17,9.979206085205078
seg_280863,8.383844375610352
seg_280e3b,9.012008666992188
seg_284223,10.139516830444336
seg_284923,11.1985445022583
seg_287e60,8.43778133392334
seg_287fef,9.191421508789062
seg_288001,9.158352851867676
seg_2883ec,10.692710876464844
seg_289d99,8.348525047302246
seg_28fc32,10.856860160827637
seg_29022f,8.635834693908691
seg_2916e3,11.71670913696289
seg_293dbf,8.293336868286133
seg_293dc2,8.43778133392334
seg_29475f,8.635834693908691
seg_295b1c,10.778286933898926
seg_2977cd,9.175061225891113
seg_29a073,9.175061225891113
seg_29acb7,9.962496757507324
seg_29c772,9.175061225891113
seg_29c906,9.979206085205078
seg_29d497,10.324299812316895
seg_29d4c6,11.084940910339355
seg_29e799,9.798103332519531
seg_2a0ace,11.034124374389648
seg_2a0afc,9.798103332519531
seg_2a0dc0,11.375295639038086
seg_2a2f1e,9.979206085205078
seg_2a4551,11.084940910339355
seg_2a6343,10.231362342834473
seg_2a8351,8.725091934204102
seg_2aa101,8.238840103149414
seg_2abd33,8.993958473205566
seg_2b2cb3,11.084940910339355
seg_2b372b,9.940046310424805
seg_2b4959,9.979206085205078
seg_2b6d52,10.450904846191406
seg_2ba79a,8.348525047302246
seg_2bcbde,11.106698036193848
seg_2be983,11.125970840454102
