,acoustic_data,time_to_failure
396050015,7,6.055
396050016,6,6.055
396050017,5,6.055
396050018,5,6.055
396050019,1,6.055
396050020,2,6.055
396050021,2,6.055
396050022,0,6.055
396050023,1,6.055
396050024,7,6.055
396050025,9,6.055
396050026,10,6.055
396050027,7,6.055
396050028,5,6.055
396050029,9,6.055
396050030,9,6.055
396050031,8,6.055
396050032,6,6.055
396050033,5,6.055
396050034,5,6.055
396050035,1,6.055
396050036,5,6.055
396050037,5,6.055
396050038,4,6.055
396050039,1,6.055
396050040,1,6.055
396050041,5,6.055
396050042,8,6.055
396050043,9,6.055
396050044,4,6.055
396050045,1,6.055
396050046,0,6.055
396050047,6,6.055
396050048,6,6.055
396050049,6,6.055
396050050,0,6.055
396050051,5,6.055
396050052,8,6.055
396050053,6,6.055
396050054,9,6.055
396050055,9,6.055
396050056,5,6.055
396050057,1,6.055
396050058,3,6.055
396050059,3,6.055
396050060,7,6.055
396050061,5,6.055
396050062,6,6.055
396050063,7,6.055
396050064,3,6.055
396050065,3,6.055
396050066,4,6.055
396050067,2,6.055
396050068,5,6.055
396050069,6,6.055
396050070,4,6.055
396050071,7,6.055
396050072,8,6.055
396050073,5,6.055
396050074,6,6.055
396050075,5,6.055
396050076,3,6.055
396050077,5,6.055
396050078,3,6.055
396050079,5,6.055
396050080,4,6.055
396050081,3,6.055
396050082,5,6.055
396050083,1,6.055
396050084,5,6.055
396050085,3,6.055
396050086,4,6.055
396050087,4,6.055
396050088,5,6.055
396050089,6,6.055
396050090,9,6.055
396050091,7,6.055
396050092,4,6.055
396050093,5,6.055
396050094,8,6.055
396050095,3,6.055
396050096,0,6.055
396050097,8,6.055
396050098,6,6.055
396050099,8,6.055
396050100,8,6.055
396050101,4,6.055
396050102,4,6.055
396050103,5,6.055
396050104,4,6.055
396050105,4,6.055
396050106,5,6.055
396050107,4,6.055
396050108,6,6.055
396050109,5,6.055
396050110,1,6.055
396050111,0,6.055
396050112,2,6.055
396050113,4,6.055
396050114,5,6.055
396050115,5,6.055
396050116,5,6.055
396050117,5,6.055
396050118,8,6.055
396050119,3,6.055
396050120,7,6.055
396050121,5,6.055
396050122,3,6.055
396050123,3,6.055
