,acoustic_data,time_to_failure
528900000,2,14.7199
528900001,6,14.7199
528900002,6,14.7199
528900003,6,14.7199
528900004,7,14.7199
528900005,7,14.7199
528900006,5,14.7199
528900007,2,14.7199
528900008,2,14.7199
528900009,7,14.7199
528900010,8,14.7199
528900011,7,14.7199
528900012,5,14.7199
528900013,6,14.7199
528900014,4,14.7199
528900015,2,14.7199
528900016,4,14.7199
528900017,1,14.7199
528900018,2,14.7199
528900019,7,14.7199
528900020,3,14.7199
528900021,1,14.7199
528900022,7,14.7199
528900023,9,14.7199
528900024,3,14.7199
528900025,6,14.7199
528900026,7,14.7199
528900027,2,14.7199
528900028,4,14.7199
528900029,5,14.7199
528900030,8,14.7199
528900031,4,14.7199
528900032,6,14.7199
528900033,3,14.7199
528900034,6,14.7199
528900035,9,14.7199
528900036,8,14.7199
528900037,2,14.7199
528900038,2,14.7199
528900039,5,14.7199
528900040,0,14.7199
528900041,1,14.7199
528900042,3,14.7199
528900043,7,14.7199
528900044,0,14.7199
528900045,5,14.7199
528900046,2,14.7199
528900047,5,14.7199
528900048,9,14.7199
528900049,3,14.7199
528900050,6,14.7199
528900051,8,14.7199
528900052,2,14.7199
528900053,3,14.7199
528900054,9,14.7199
528900055,3,14.7199
528900056,2,14.7199
528900057,4,14.7199
528900058,6,14.7199
528900059,2,14.7199
528900060,3,14.7199
528900061,5,14.7199
528900062,7,14.7199
528900063,6,14.7199
528900064,7,14.7199
528900065,2,14.7199
528900066,2,14.7199
528900067,3,14.7199
528900068,3,14.7199
528900069,5,14.7199
528900070,2,14.7199
528900071,5,14.7199
528900072,7,14.7199
528900073,2,14.7199
528900074,9,14.7199
528900075,2,14.7199
528900076,6,14.7199
528900077,2,14.7199
528900078,2,14.7199
528900079,7,14.7199
528900080,3,14.7199
528900081,5,14.7199
528900082,5,14.7199
528900083,7,14.7199
528900084,4,14.7199
528900085,1,14.7199
528900086,5,14.7199
528900087,3,14.7199
528900088,1,14.7199
528900089,2,14.7199
528900090,4,14.7199
528900091,2,14.7199
528900092,4,14.7199
528900093,3,14.7199
528900094,6,14.7199
528900095,7,14.7199
528900096,5,14.7199
528900097,2,14.7199
528900098,4,14.7199
528900099,5,14.7199
528900100,6,14.7199
528900101,5,14.7199
528900102,6,14.7199
528900103,5,14.7199
528900104,3,14.7199
528900105,2,14.7199
528900106,3,14.7199
528900107,1,14.7199
528900108,6,14.7199
528900109,5,14.7199
528900110,3,14.7199
528900111,3,14.7199
528900112,8,14.7199
528900113,7,14.7199
528900114,5,14.7199
528900115,2,14.7199
528900116,6,14.7199
528900117,5,14.7199
528900118,5,14.7199
528900119,2,14.7199
528900120,3,14.7199
528900121,7,14.7199
528900122,5,14.7199
528900123,1,14.7199
528900124,-3,14.7199
528900125,2,14.7199
528900126,4,14.7199
528900127,5,14.7199
528900128,6,14.7199
528900129,9,14.7199
528900130,3,14.7199
528900131,8,14.7199
528900132,9,14.7199
528900133,5,14.7199
528900134,2,14.7199
528900135,0,14.7199
528900136,2,14.7199
528900137,4,14.7199
528900138,3,14.7199
528900139,1,14.7199
528900140,1,14.7199
528900141,9,14.7199
528900142,2,14.7199
528900143,4,14.7199
528900144,1,14.7199
528900145,2,14.7199
528900146,7,14.7199
528900147,3,14.7199
528900148,9,14.7199
528900149,9,14.7199
528900150,9,14.7199
528900151,5,14.7199
528900152,4,14.7199
528900153,4,14.7199
528900154,1,14.7199
528900155,1,14.7199
528900156,8,14.7199
528900157,2,14.7199
528900158,1,14.7199
528900159,5,14.7199
528900160,2,14.7199
528900161,4,14.7199
528900162,4,14.7199
