,acoustic_data,time_to_failure
461850000,-1,8.818499
461850001,-2,8.818499
461850002,4,8.818499
461850003,7,8.818499
461850004,8,8.818499
461850005,12,8.818499
461850006,8,8.818499
461850007,1,8.818499
461850008,3,8.818499
461850009,7,8.818499
461850010,7,8.818499
461850011,4,8.818499
461850012,7,8.818499
461850013,2,8.818499
461850014,-2,8.818499
461850015,4,8.818499
461850016,3,8.818499
461850017,7,8.818499
461850018,2,8.818499
461850019,7,8.818499
461850020,10,8.818499
461850021,10,8.818499
461850022,3,8.818499
461850023,1,8.818499
461850024,1,8.818499
461850025,4,8.818499
461850026,5,8.818499
461850027,4,8.818499
461850028,3,8.818499
461850029,-1,8.818499
461850030,1,8.818499
461850031,2,8.818499
461850032,7,8.818499
461850033,7,8.818499
461850034,8,8.818499
461850035,6,8.818499
461850036,7,8.818499
461850037,8,8.818499
461850038,2,8.818499
461850039,6,8.818499
461850040,8,8.818499
461850041,3,8.818499
461850042,11,8.818499
461850043,10,8.818499
461850044,5,8.818499
461850045,1,8.818499
461850046,0,8.818499
461850047,1,8.818499
461850048,4,8.818499
461850049,10,8.818499
461850050,2,8.818499
461850051,1,8.818499
461850052,3,8.818499
461850053,3,8.818499
461850054,4,8.818499
461850055,-1,8.818499
461850056,-1,8.818499
461850057,5,8.818499
461850058,5,8.818499
461850059,5,8.818499
461850060,7,8.818499
461850061,10,8.818499
461850062,14,8.818499
461850063,7,8.818499
461850064,5,8.818499
461850065,1,8.818499
461850066,4,8.818499
461850067,4,8.818499
461850068,1,8.818499
461850069,5,8.818499
461850070,7,8.818499
461850071,6,8.818499
461850072,6,8.818499
461850073,2,8.818499
461850074,6,8.818499
461850075,8,8.818499
461850076,10,8.818499
461850077,7,8.818499
461850078,4,8.818499
461850079,6,8.818499
461850080,9,8.818499
461850081,4,8.818499
461850082,3,8.818499
461850083,5,8.818499
461850084,3,8.818499
461850085,4,8.818499
461850086,5,8.818499
461850087,5,8.818499
461850088,1,8.818499
461850089,1,8.818499
461850090,3,8.818499
461850091,6,8.818499
461850092,5,8.818499
461850093,2,8.818499
461850094,2,8.818499
461850095,6,8.818499
461850096,5,8.818499
461850097,9,8.818499
461850098,6,8.818499
461850099,8,8.818499
461850100,2,8.818499
461850101,6,8.818499
461850102,5,8.818499
461850103,0,8.818499
461850104,2,8.818499
461850105,3,8.818499
461850106,3,8.818499
461850107,4,8.818499
461850108,5,8.818499
461850109,3,8.818499
461850110,9,8.818499
461850111,7,8.818499
461850112,1,8.818499
461850113,6,8.818499
461850114,9,8.818499
461850115,6,8.818499
461850116,6,8.818499
461850117,4,8.818499
461850118,9,8.818499
461850119,4,8.818499
461850120,1,8.818499
461850121,4,8.818499
461850122,5,8.818499
461850123,4,8.818499
461850124,1,8.818499
461850125,1,8.818499
461850126,9,8.818499
461850127,11,8.818499
461850128,7,8.818499
461850129,1,8.818499
461850130,4,8.818499
461850131,4,8.818499
461850132,5,8.818499
461850133,4,8.818499
461850134,6,8.818499
461850135,6,8.818499
461850136,10,8.818499
461850137,4,8.818499
461850138,4,8.818499
461850139,5,8.818499
461850140,4,8.818499
461850141,4,8.818499
461850142,2,8.818499
461850143,4,8.818499
461850144,6,8.818499
461850145,6,8.818499
461850146,2,8.818499
461850147,4,8.818499
461850148,5,8.818499
461850149,8,8.818499
461850150,5,8.818499
461850151,1,8.818499
461850152,5,8.818499
461850153,4,8.818499
461850154,9,8.818499
461850155,5,8.818499
461850156,6,8.818499
461850157,6,8.818499
461850158,4,8.818499
461850159,3,8.818499
461850160,4,8.818499
461850161,-1,8.818499
461850162,3,8.818499
461850163,1,8.818499
461850164,4,8.818499
461850165,3,8.818499
461850166,0,8.818499
461850167,6,8.818499
461850168,9,8.818499
461850169,5,8.818499
461850170,7,8.818499
461850171,7,8.818499
461850172,5,8.818499
461850173,4,8.818499
461850174,2,8.818499
461850175,2,8.818499
461850176,3,8.818499
461850177,9,8.818499
461850178,3,8.818499
461850179,5,8.818499
461850180,9,8.818499
461850181,8,8.818499
461850182,4,8.818499
461850183,1,8.818499
461850184,4,8.818499
461850185,8,8.818499
461850186,3,8.818499
461850187,3,8.818499
461850188,4,8.818499
461850189,5,8.818499
461850190,0,8.818499
461850191,4,8.818499
461850192,5,8.818499
461850193,11,8.818498
461850194,8,8.818498
461850195,10,8.818498
461850196,7,8.818498
461850197,2,8.818498
461850198,2,8.818498
461850199,8,8.818498
461850200,5,8.818498
461850201,5,8.818498
461850202,3,8.818498
461850203,5,8.818498
461850204,7,8.818498
461850205,7,8.818498
461850206,7,8.818498
461850207,7,8.818498
461850208,5,8.818498
461850209,5,8.818498
461850210,7,8.818498
461850211,3,8.818498
461850212,8,8.818498
461850213,8,8.818498
461850214,7,8.818498
461850215,5,8.818498
461850216,2,8.818498
461850217,4,8.818498
461850218,2,8.818498
461850219,2,8.818498
461850220,3,8.818498
461850221,6,8.818498
461850222,6,8.818498
461850223,10,8.818498
461850224,4,8.818498
461850225,4,8.818498
461850226,5,8.818498
461850227,2,8.818498
461850228,-2,8.818498
461850229,3,8.818498
461850230,5,8.818498
461850231,6,8.818498
461850232,7,8.818498
461850233,11,8.818498
461850234,9,8.818498
461850235,2,8.818498
461850236,3,8.818498
461850237,2,8.818498
461850238,2,8.818498
461850239,7,8.818498
461850240,4,8.818498
461850241,4,8.818498
461850242,2,8.818498
461850243,4,8.818498
461850244,1,8.818498
461850245,4,8.818498
461850246,6,8.818498
461850247,3,8.818498
461850248,6,8.818498
461850249,5,8.818498
461850250,6,8.818498
461850251,6,8.818498
461850252,5,8.818498
461850253,-4,8.818498
461850254,0,8.818498
461850255,3,8.818498
461850256,4,8.818498
461850257,4,8.818498
461850258,6,8.818498
461850259,9,8.818498
461850260,10,8.818498
461850261,6,8.818498
461850262,2,8.818498
461850263,3,8.818498
461850264,5,8.818498
461850265,3,8.818498
461850266,5,8.818498
461850267,5,8.818498
461850268,5,8.818498
461850269,4,8.818498
461850270,1,8.818498
461850271,2,8.818498
461850272,5,8.818498
461850273,2,8.818498
461850274,8,8.818498
461850275,9,8.818498
461850276,6,8.818498
461850277,3,8.818498
461850278,4,8.818498
461850279,3,8.818498
461850280,4,8.818498
461850281,10,8.818498
461850282,4,8.818498
461850283,-1,8.818498
461850284,4,8.818498
461850285,1,8.818498
461850286,3,8.818498
461850287,6,8.818498
461850288,10,8.818498
461850289,9,8.818498
461850290,9,8.818498
461850291,5,8.818498
461850292,5,8.818498
461850293,6,8.818498
461850294,7,8.818498
461850295,1,8.818498
461850296,0,8.818498
461850297,2,8.818498
461850298,5,8.818498
461850299,5,8.818498
461850300,0,8.818498
461850301,0,8.818498
461850302,5,8.818498
461850303,2,8.818498
461850304,8,8.818498
461850305,4,8.818498
461850306,1,8.818498
461850307,5,8.818498
461850308,4,8.818498
461850309,3,8.818498
461850310,0,8.818498
461850311,3,8.818498
461850312,8,8.818498
461850313,9,8.818498
461850314,10,8.818498
