,acoustic_data,time_to_failure
585600000,7,9.452097
585600001,7,9.452097
585600002,5,9.452097
585600003,0,9.452097
585600004,0,9.452097
585600005,6,9.452097
585600006,4,9.452097
585600007,6,9.452097
585600008,6,9.452097
585600009,4,9.452097
585600010,6,9.452097
585600011,1,9.452097
585600012,-1,9.452097
585600013,2,9.452097
585600014,4,9.452097
585600015,3,9.452097
585600016,1,9.452097
585600017,6,9.452097
585600018,6,9.452097
585600019,4,9.452097
585600020,4,9.452097
585600021,5,9.452097
585600022,6,9.452097
585600023,8,9.452097
585600024,6,9.452097
585600025,6,9.452097
585600026,3,9.452097
585600027,6,9.452097
585600028,7,9.452097
585600029,4,9.452097
585600030,4,9.452097
585600031,1,9.452097
585600032,4,9.452097
585600033,4,9.452097
585600034,5,9.452097
585600035,4,9.452097
585600036,7,9.452097
585600037,3,9.452097
585600038,4,9.452097
585600039,4,9.452097
585600040,2,9.452097
585600041,0,9.452097
585600042,3,9.452097
585600043,1,9.452097
585600044,3,9.452097
585600045,2,9.452097
585600046,3,9.452097
585600047,4,9.452097
585600048,3,9.452096
585600049,4,9.452096
585600050,6,9.452096
585600051,3,9.452096
585600052,7,9.452096
585600053,4,9.452096
585600054,5,9.452096
585600055,6,9.452096
585600056,1,9.452096
585600057,0,9.452096
585600058,-4,9.452096
585600059,4,9.452096
585600060,5,9.452096
585600061,5,9.452096
585600062,5,9.452096
585600063,5,9.452096
585600064,4,9.452096
585600065,1,9.452096
585600066,3,9.452096
585600067,8,9.452096
585600068,9,9.452096
585600069,8,9.452096
585600070,6,9.452096
585600071,4,9.452096
585600072,1,9.452096
585600073,1,9.452096
585600074,8,9.452096
585600075,5,9.452096
585600076,4,9.452096
585600077,5,9.452096
585600078,5,9.452096
585600079,3,9.452096
585600080,4,9.452096
585600081,5,9.452096
585600082,7,9.452096
585600083,2,9.452096
585600084,2,9.452096
585600085,2,9.452096
585600086,4,9.452096
585600087,-1,9.452096
585600088,1,9.452096
585600089,3,9.452096
585600090,2,9.452096
585600091,4,9.452096
585600092,10,9.452096
585600093,6,9.452096
585600094,-1,9.452096
585600095,1,9.452096
585600096,5,9.452096
585600097,5,9.452096
585600098,3,9.452096
585600099,3,9.452096
585600100,3,9.452096
585600101,5,9.452096
585600102,2,9.452096
585600103,1,9.452096
585600104,0,9.452096
585600105,2,9.452096
585600106,0,9.452096
585600107,-1,9.452096
585600108,6,9.452096
585600109,6,9.452096
585600110,3,9.452096
585600111,8,9.452096
585600112,9,9.452096
585600113,4,9.452096
585600114,7,9.452096
585600115,5,9.452096
585600116,8,9.452096
585600117,4,9.452096
585600118,-1,9.452096
585600119,-1,9.452096
585600120,4,9.452096
585600121,10,9.452096
585600122,2,9.452096
585600123,6,9.452096
585600124,7,9.452096
585600125,3,9.452096
