,acoustic_data,time_to_failure
282070015,3,6.69
282070016,4,6.69
282070017,5,6.69
282070018,10,6.69
282070019,17,6.69
282070020,21,6.69
282070021,27,6.69
282070022,32,6.69
282070023,29,6.69
282070024,26,6.69
282070025,11,6.69
282070026,4,6.69
282070027,-9,6.69
282070028,-25,6.69
282070029,-31,6.69
282070030,-40,6.69
282070031,-37,6.69
282070032,-28,6.69
282070033,-20,6.69
282070034,-9,6.69
282070035,1,6.69
282070036,17,6.69
282070037,27,6.69
282070038,35,6.69
282070039,44,6.69
282070040,46,6.69
282070041,39,6.69
282070042,28,6.69
282070043,22,6.69
282070044,10,6.69
282070045,-11,6.69
282070046,-21,6.69
282070047,-27,6.69
282070048,-34,6.69
282070049,-33,6.69
282070050,-22,6.69
282070051,-18,6.69
282070052,-11,6.69
282070053,1,6.69
282070054,13,6.69
282070055,19,6.69
282070056,27,6.69
282070057,27,6.69
282070058,24,6.69
282070059,19,6.69
282070060,12,6.69
282070061,4,6.69
282070062,6,6.69
282070063,6,6.69
282070064,4,6.69
282070065,3,6.69
282070066,4,6.69
282070067,8,6.69
282070068,16,6.69
282070069,13,6.69
282070070,12,6.69
282070071,13,6.69
282070072,12,6.69
282070073,8,6.69
282070074,6,6.69
282070075,-1,6.69
282070076,-7,6.69
282070077,-10,6.69
282070078,-15,6.69
282070079,-15,6.69
282070080,-19,6.69
282070081,-19,6.69
282070082,-12,6.69
282070083,-6,6.69
282070084,2,6.69
282070085,5,6.69
282070086,16,6.69
282070087,21,6.69
282070088,23,6.69
282070089,27,6.69
282070090,24,6.69
282070091,25,6.69
282070092,25,6.69
282070093,20,6.69
282070094,12,6.69
282070095,0,6.69
282070096,-8,6.69
282070097,-17,6.69
282070098,-21,6.69
282070099,-29,6.69
282070100,-32,6.69
282070101,-25,6.69
282070102,-20,6.69
282070103,-9,6.69
282070104,3,6.69
282070105,11,6.69
282070106,19,6.69
282070107,21,6.69
282070108,26,6.69
282070109,31,6.69
282070110,30,6.69
282070111,22,6.69
282070112,16,6.69
282070113,13,6.69
282070114,3,6.69
282070115,-5,6.69
282070116,-6,6.69
282070117,-1,6.69
282070118,0,6.69
282070119,6,6.69
282070120,15,6.69
282070121,17,6.69
282070122,14,6.69
282070123,13,6.69
282070124,8,6.69
282070125,0,6.69
282070126,-5,6.69
282070127,-8,6.69
282070128,-12,6.69
282070129,-15,6.69
282070130,-14,6.69
282070131,-10,6.69
282070132,-2,6.69
282070133,6,6.69
282070134,13,6.69
282070135,17,6.69
282070136,17,6.69
282070137,16,6.69
282070138,18,6.69
282070139,17,6.69
282070140,9,6.69
282070141,4,6.69
282070142,7,6.69
282070143,1,6.69
282070144,2,6.69
282070145,-3,6.69
282070146,-3,6.69
282070147,-4,6.69
282070148,-2,6.69
282070149,0,6.69
282070150,5,6.69
282070151,10,6.69
282070152,15,6.69
282070153,19,6.69
282070154,15,6.69
282070155,17,6.69
282070156,15,6.69
282070157,9,6.69
282070158,3,6.69
282070159,0,6.69
282070160,-3,6.69
282070161,-6,6.69
282070162,-15,6.69
282070163,-11,6.69
282070164,-12,6.69
282070165,-3,6.69
282070166,2,6.69
282070167,5,6.69
282070168,8,6.69
282070169,11,6.69
282070170,14,6.69
282070171,13,6.69
282070172,11,6.69
282070173,5,6.69
282070174,-1,6.69
282070175,-3,6.69
282070176,1,6.69
282070177,-4,6.69
282070178,-8,6.69
282070179,-2,6.69
282070180,-1,6.69
282070181,5,6.69
282070182,8,6.69
282070183,4,6.69
282070184,5,6.69
282070185,7,6.69
282070186,4,6.69
282070187,3,6.69
282070188,1,6.69
282070189,6,6.69
282070190,2,6.69
282070191,0,6.69
282070192,-2,6.69
282070193,0,6.69
282070194,8,6.69
282070195,11,6.69
282070196,19,6.69
282070197,24,6.69
282070198,25,6.69
282070199,26,6.69
282070200,21,6.69
282070201,22,6.69
282070202,18,6.69
282070203,7,6.69
282070204,-2,6.69
282070205,-6,6.69
282070206,-13,6.69
282070207,-18,6.69
282070208,-15,6.69
282070209,-7,6.69
282070210,-6,6.69
282070211,-3,6.69
282070212,3,6.69
282070213,4,6.69
282070214,7,6.69
282070215,11,6.69
282070216,13,6.69
282070217,11,6.69
282070218,12,6.69
282070219,17,6.69
282070220,11,6.69
282070221,8,6.69
282070222,10,6.69
282070223,8,6.69
282070224,4,6.69
282070225,-2,6.69
282070226,0,6.69
282070227,3,6.69
282070228,1,6.69
282070229,1,6.69
282070230,-1,6.69
282070231,4,6.69
282070232,0,6.69
282070233,2,6.69
282070234,3,6.69
282070235,0,6.69
282070236,-6,6.69
282070237,-8,6.69
282070238,-5,6.69
282070239,-3,6.69
282070240,4,6.69
282070241,11,6.69
282070242,17,6.69
282070243,14,6.69
282070244,9,6.69
282070245,11,6.69
282070246,12,6.69
282070247,8,6.69
282070248,1,6.69
282070249,4,6.69
282070250,1,6.69
282070251,8,6.69
282070252,8,6.69
282070253,10,6.69
282070254,8,6.69
282070255,6,6.69
282070256,4,6.69
282070257,6,6.69
282070258,2,6.69
282070259,0,6.69
282070260,-1,6.69
282070261,-9,6.69
282070262,-10,6.69
282070263,-2,6.69
282070264,-7,6.69
282070265,-8,6.69
282070266,-4,6.69
282070267,3,6.69
282070268,5,6.69
282070269,7,6.69
282070270,13,6.69
282070271,18,6.69
282070272,14,6.69
282070273,10,6.69
282070274,5,6.69
282070275,-1,6.69
282070276,-6,6.69
282070277,-7,6.69
282070278,-7,6.69
282070279,-9,6.69
282070280,-7,6.69
282070281,-2,6.69
282070282,7,6.69
282070283,8,6.69
282070284,19,6.69
282070285,17,6.69
282070286,11,6.69
282070287,11,6.69
282070288,17,6.69
282070289,13,6.69
282070290,8,6.69
282070291,5,6.69
282070292,7,6.69
282070293,-1,6.69
282070294,-4,6.69
282070295,-2,6.69
282070296,-2,6.69
282070297,-4,6.69
282070298,-1,6.69
282070299,4,6.69
282070300,12,6.69
282070301,15,6.69
282070302,9,6.69
282070303,11,6.69
282070304,8,6.69
282070305,3,6.69
282070306,1,6.69
282070307,2,6.69
282070308,7,6.69
282070309,8,6.69
282070310,7,6.69
282070311,8,6.69
282070312,7,6.69
282070313,8,6.69
282070314,9,6.69
282070315,11,6.69
282070316,6,6.69
282070317,0,6.69
282070318,-2,6.69
282070319,-9,6.69
282070320,-6,6.69
282070321,-7,6.69
282070322,-6,6.69
282070323,-8,6.69
282070324,-4,6.69
282070325,-4,6.69
282070326,1,6.69
282070327,2,6.69
282070328,4,6.69
282070329,4,6.69
282070330,8,6.69
282070331,8,6.69
282070332,9,6.69
282070333,9,6.69
282070334,9,6.69
282070335,3,6.69
282070336,2,6.69
282070337,2,6.69
282070338,9,6.69
282070339,9,6.69
282070340,10,6.69
282070341,12,6.69
282070342,16,6.69
282070343,8,6.69
282070344,9,6.69
282070345,4,6.69
282070346,0,6.69
282070347,1,6.69
282070348,1,6.69
282070349,3,6.69
282070350,-1,6.69
282070351,3,6.69
282070352,4,6.69
282070353,3,6.69
282070354,4,6.69
282070355,5,6.69
282070356,6,6.69
282070357,11,6.69
282070358,12,6.69
282070359,15,6.69
282070360,13,6.69
